invoice_no,customer_id,category,product_name,quantity,price,payment_method,invoice_date,shopping_mall,discount,email,gender,age,city,total_amount
INV05429,CUST1133,Groceries,Toor Dal (2kg),7,275.16,Debit Card,2022-07-09,Sri Lakshmi Shopping Mall,18.48,srikanth.agarwal@kakinada.edu.in,Male,25,Jammalamadugu,1570.17
INV05430,CUST1630,Home & Kitchen,Wooden Cutting Board,1,410.26,Paytm,2023-06-19,JC Brothers Shopping Complex,35.31,priya.devi@proddaturmail.com,Female,37,Rayachoti,265.4
INV05431,CUST1047,Electronics,LG Smart TV,7,42353.45,UPI,2022-02-05,PSR Shopping Mall,30.68,chandra.kondaiah@kakinada.edu.in,Male,30,Proddatur,205515.88
INV05432,CUST1109,Clothing,Churidar Set,1,3175.86,Cash,2022-10-13,Proddatur Central Mall,27.64,prasad.chowdary@gmail.com,Male,47,Kadapa,2298.05
INV05433,CUST1909,Home & Kitchen,Copper Water Bottles,1,1106.77,Debit Card,2022-08-01,SVR Mall,47.16,ganesh.nayak@gmail.com,Male,33,Proddatur,584.82
INV05434,CUST0335,Home & Kitchen,Wooden Cutting Board,4,310.82,UPI,2022-03-23,JC Brothers Shopping Complex,12.12,rani.prakash@proddaturmail.com,Female,23,Proddatur,1092.59
INV05435,CUST0432,Groceries,Telugu Pickles (1kg),2,314.08,Credit Card,2022-12-15,Proddatur Central Mall,2.96,anupama.pillai@yahoo.com,Female,50,Pulivendla,609.57
INV05436,CUST1403,Beauty,Biotique Face Scrub,2,232.28,Credit Card,2022-12-20,Proddatur Central Mall,9.1,naveen.shastri@rediffmail.com,Male,23,Proddatur,422.29
INV05437,CUST0305,Clothing,Men's Cotton Shirt,4,1471.47,UPI,2022-01-15,PSR Shopping Mall,43.7,sunil.varma@apsrtc.gov.in,Male,48,Pulivendla,3313.75
INV05438,CUST1807,Beauty,Nivea Skin Cream,3,447.74,Debit Card,2023-09-10,PSR Shopping Mall,19.69,siva.murthy@yahoo.com,Male,45,Proddatur,1078.74
INV05439,CUST1094,Home & Kitchen,Steel Dinner Set,3,2537.68,Debit Card,2023-10-08,JC Brothers Shopping Complex,4.9,sujatha.prasad@andhramail.com,Female,39,Kadapa,7240.0
INV05440,CUST1169,Electronics,Crompton Ceiling Fan,1,1562.01,Debit Card,2023-10-24,Proddatur Central Mall,31.9,sirisha.narayan@kakinada.edu.in,Female,20,Kadapa,1063.73
INV05441,CUST1028,Beauty,Biotique Face Scrub,6,411.11,Credit Card,2023-11-12,Proddatur Central Mall,43.23,sujana.agarwal@outlook.com,Female,55,Kadapa,1400.32
INV05442,CUST0574,Beauty,Ayurvedic Face Pack,2,531.0,Cash,2022-12-07,Sri Lakshmi Shopping Mall,31.76,usha.setty@outlook.com,Female,43,Pulivendla,724.71
INV05443,CUST1003,Home & Kitchen,Prestige Pressure Cooker,4,3284.32,Debit Card,2022-04-24,PSR Shopping Mall,43.71,sarita.varma@proddaturmail.com,Female,56,Kadapa,7394.97
INV05444,CUST1345,Home & Kitchen,Milton Flask Set,4,899.98,Debit Card,2022-07-02,SVR Mall,32.99,sneha.devi@rediffmail.com,Female,49,Proddatur,2412.31
INV05445,CUST0557,Beauty,Dove Soap (Pack of 3),2,186.19,Cash,2022-01-27,SVR Mall,47.48,ravi.prakash@yahoo.com,Male,27,Kamalapuram,195.57
INV05446,CUST0185,Electronics,Samsung Galaxy M32,2,12993.42,UPI,2023-02-16,JC Brothers Shopping Complex,21.21,sujatha.yadav@apsrtc.gov.in,Female,31,Jammalamadugu,20475.03
INV05447,CUST1895,Home & Kitchen,Steel Dinner Set,2,1242.23,Cash,2022-11-29,Proddatur Central Mall,16.01,kiran.choudhary@yahoo.com,Male,41,Proddatur,2086.7
INV05448,CUST1388,Footwear,Women's Kolhapuri Chappals,7,794.93,Cash,2022-05-24,Proddatur Central Mall,11.03,swapna.shastri@apsrtc.gov.in,Female,27,Jammalamadugu,4950.74
INV05449,CUST0032,Clothing,Kids' T-Shirt,7,744.82,UPI,2023-05-05,Sri Lakshmi Shopping Mall,35.56,sirisha.raju@outlook.com,Female,28,Jammalamadugu,3359.73
INV05450,CUST1588,Groceries,Telugu Pickles (1kg),2,335.16,Debit Card,2022-02-14,Sri Lakshmi Shopping Mall,46.79,murali.naidu@outlook.com,Male,35,Proddatur,356.68
INV05451,CUST0502,Jewelry,Traditional Maang Tikka,9,740.77,UPI,2023-09-26,Proddatur Central Mall,48.4,ravi.sastry@kakinada.edu.in,Male,40,Proddatur,3440.14
INV05452,CUST0808,Sports,Nivia Football,1,1016.34,UPI,2022-06-17,PSR Shopping Mall,38.57,devi.subramaniam@proddaturmail.com,Female,61,Rayachoti,624.34
INV05453,CUST1286,Electronics,Mi Power Bank,2,874.09,Credit Card,2022-10-16,PSR Shopping Mall,21.92,kiran.gopal@apcob.org,Male,39,Proddatur,1364.98
INV05454,CUST0443,Electronics,Sony Home Theatre,2,21203.66,UPI,2022-10-25,PSR Shopping Mall,46.82,srinivas.naidu@rediffmail.com,Male,34,Kadapa,22552.21
INV05455,CUST0961,Home & Kitchen,Copper Water Bottles,2,1119.36,Cash,2023-11-06,Sri Lakshmi Shopping Mall,36.73,narayana.achary@proddaturmail.com,Male,25,Proddatur,1416.44
INV05456,CUST1665,Clothing,Kurta Pajama,2,1785.57,Debit Card,2022-04-22,JC Brothers Shopping Complex,0.46,ganesh.setty@apcob.org,Male,70,Pulivendla,3554.71
INV05457,CUST0765,Clothing,Designer Blouse,3,1275.31,Credit Card,2022-05-12,Sri Lakshmi Shopping Mall,35.82,pavani.chowdary@proddaturmail.com,Female,22,Jammalamadugu,2455.48
INV05458,CUST0566,Electronics,OnePlus Nord CE 2,2,28959.76,Cash,2022-10-14,Sri Lakshmi Shopping Mall,32.89,sunita.subramaniam@andhramail.com,Female,42,Kamalapuram,38869.79
INV05459,CUST1725,Clothing,Churidar Set,1,2781.74,Cash,2023-03-26,SVR Mall,36.6,mahesh.raju@hotmail.com,Male,46,Proddatur,1763.62
INV05460,CUST0613,Sports,Cosco Basketball,4,1325.28,Cash,2022-06-27,PSR Shopping Mall,10.4,sravani.kumar@proddaturmail.com,Female,44,Proddatur,4749.8
INV05461,CUST0905,Clothing,Kurta Pajama,3,1128.4,Debit Card,2022-10-24,JC Brothers Shopping Complex,3.67,aparna.iyer@yahoo.com,Female,36,Kadapa,3260.96
INV05462,CUST0991,Footwear,Women's Kolhapuri Chappals,2,529.22,Cash,2023-12-03,Proddatur Central Mall,17.4,sarita.murthy@kakinada.edu.in,Female,52,Proddatur,874.27
INV05463,CUST0296,Electronics,Sony Home Theatre,2,22703.46,UPI,2022-04-01,PSR Shopping Mall,27.48,krishna.kondaiah@yahoo.com,Male,39,Kadapa,32929.1
INV05464,CUST0600,Home & Kitchen,Copper Water Bottles,1,1473.33,UPI,2022-01-16,Sri Lakshmi Shopping Mall,17.89,kavita.setty@kakinada.edu.in,Female,23,Jammalamadugu,1209.75
INV05465,CUST0642,Groceries,Telugu Pickles (1kg),3,387.45,UPI,2022-09-29,JC Brothers Shopping Complex,16.61,prasad.choudhary@proddaturmail.com,Male,33,Proddatur,969.28
INV05466,CUST1657,Electronics,LG Smart TV,5,48283.3,Credit Card,2022-05-04,Sri Lakshmi Shopping Mall,23.71,durga.singh@kakinada.edu.in,Female,41,Proddatur,184176.65
INV05467,CUST0222,Home & Kitchen,Plastic Storage Containers,4,632.97,UPI,2022-12-17,Sri Lakshmi Shopping Mall,5.24,surya.nayak@apsrtc.gov.in,Male,41,Kadapa,2399.21
INV05468,CUST1070,Jewelry,Stone Studded Rings,3,539.33,Cash,2022-03-23,JC Brothers Shopping Complex,36.25,venu.naidu@proddaturmail.com,Male,32,Jammalamadugu,1031.47
INV05469,CUST1248,Home & Kitchen,Wooden Cutting Board,3,396.4,Debit Card,2022-08-01,PSR Shopping Mall,5.59,padma.sharma@proddaturmail.com,Female,22,Proddatur,1122.72
INV05470,CUST0540,Clothing,Kurta Pajama,2,2430.67,UPI,2022-11-30,JC Brothers Shopping Complex,43.66,murali.iyer@proddaturmail.com,Male,27,Kadapa,2738.88
INV05471,CUST0447,Clothing,Men's Cotton Shirt,2,1396.13,UPI,2022-12-23,Proddatur Central Mall,24.96,padma.prasad@hotmail.com,Female,69,Proddatur,2095.31
INV05472,CUST1617,Electronics,Crompton Ceiling Fan,1,2600.49,Paytm,2022-01-08,JC Brothers Shopping Complex,27.29,rao.prakash@gmail.com,Male,71,Proddatur,1890.82
INV05473,CUST0699,Electronics,Samsung Galaxy M32,8,14195.17,Cash,2022-07-01,SVR Mall,21.85,krishna.choudhary@kakinada.edu.in,Male,28,Kadapa,88748.2
INV05474,CUST1768,Home & Kitchen,Steel Dinner Set,5,1771.68,Cash,2023-03-15,PSR Shopping Mall,47.26,reddy.prakash@proddaturmail.com,Male,38,Proddatur,4671.92
INV05475,CUST1026,Clothing,Men's Cotton Shirt,7,1907.31,Credit Card,2022-02-09,SVR Mall,29.12,radha.venkateswarlu@proddaturmail.com,Female,38,Jammalamadugu,9463.31
INV05476,CUST0959,Beauty,Dove Soap (Pack of 3),2,198.65,Cash,2022-09-01,JC Brothers Shopping Complex,47.2,sudha.kondaiah@proddaturmail.com,Female,28,Proddatur,209.77
INV05477,CUST0896,Clothing,Readymade Salwar,1,2222.31,UPI,2022-03-02,SVR Mall,25.25,sujana.babu@outlook.com,Female,29,Kadapa,1661.18
INV05478,CUST1504,Footwear,Women's Kolhapuri Chappals,3,1493.94,Credit Card,2023-04-08,Proddatur Central Mall,29.36,sneha.murthy@apcob.org,Female,33,Kadapa,3165.96
INV05479,CUST1023,Groceries,MTR Masala Pack,3,446.6,Credit Card,2023-06-13,JC Brothers Shopping Complex,16.77,vamsi.rao@hotmail.com,Male,61,Badvel,1115.12
INV05480,CUST1126,Clothing,Lehenga,10,4117.51,Cash,2023-09-30,Sri Lakshmi Shopping Mall,9.59,naidu.shastri@outlook.com,Male,41,Kadapa,37226.41
INV05481,CUST1105,Electronics,Bajaj Induction Cooker,4,4934.33,Debit Card,2022-06-02,PSR Shopping Mall,23.96,sujana.achary@kakinada.edu.in,Female,71,Kadapa,15008.26
INV05482,CUST1678,Groceries,Kellogg's Corn Flakes,1,280.78,Debit Card,2023-10-03,Sri Lakshmi Shopping Mall,44.71,rajesh.patil@outlook.com,Male,35,Proddatur,155.24
INV05483,CUST1704,Electronics,LG Smart TV,4,39138.16,Credit Card,2022-02-08,PSR Shopping Mall,36.48,devi.chowdary@apcob.org,Female,39,Rayachoti,99442.24
INV05484,CUST0416,Beauty,Forest Essentials Cream,2,823.08,Debit Card,2022-06-01,SVR Mall,21.3,siva.agarwal@outlook.com,Male,37,Kamalapuram,1295.53
INV05485,CUST1525,Clothing,Cotton Dhoti,5,627.76,UPI,2023-06-14,Sri Lakshmi Shopping Mall,25.38,anitha.swamy@kakinada.edu.in,Female,38,Proddatur,2342.17
INV05486,CUST1322,Home & Kitchen,Steel Dinner Set,8,1652.6,Credit Card,2023-06-07,Proddatur Central Mall,2.69,venkat.subramaniam@apsrtc.gov.in,Male,28,Kamalapuram,12865.16
INV05487,CUST0495,Electronics,Philips Mixer Grinder,1,2977.49,Paytm,2023-10-11,PSR Shopping Mall,38.1,krishna.agarwal@apcob.org,Male,37,Kamalapuram,1843.07
INV05488,CUST0226,Clothing,Designer Blouse,2,852.41,Debit Card,2023-08-14,Sri Lakshmi Shopping Mall,12.45,nirmala.choudhary@hotmail.com,Female,30,Kadapa,1492.57
INV05489,CUST0883,Electronics,LG Smart TV,2,25403.79,Paytm,2023-12-29,Proddatur Central Mall,22.31,rajesh.rao@andhramail.com,Male,21,Kadapa,39472.41
INV05490,CUST1188,Beauty,Ayurvedic Face Pack,3,506.72,Debit Card,2023-08-27,PSR Shopping Mall,33.96,usha.raju@gmail.com,Female,24,Proddatur,1003.91
INV05491,CUST1685,Jewelry,Imitation Bridal Set,1,5664.91,Credit Card,2022-03-01,Sri Lakshmi Shopping Mall,20.92,reddy.gopal@hotmail.com,Male,27,Rajampet,4479.81
INV05492,CUST0573,Beauty,Lakme Lipstick,2,577.34,UPI,2022-03-31,Sri Lakshmi Shopping Mall,0.08,praveen.reddy@kakinada.edu.in,Male,35,Proddatur,1153.76
INV05493,CUST1030,Clothing,Silk Pattu Saree,3,10866.2,Cash,2023-08-05,Sri Lakshmi Shopping Mall,24.17,manoj.babu@kakinada.edu.in,Male,54,Yerraguntla,24719.52
INV05494,CUST1593,Electronics,Philips Mixer Grinder,1,3046.36,Credit Card,2023-06-26,JC Brothers Shopping Complex,29.16,usha.raju@andhramail.com,Female,27,Kadapa,2158.04
INV05495,CUST0890,Electronics,Boat Headphones,1,2285.54,UPI,2022-02-15,JC Brothers Shopping Complex,24.66,kalyan.suryanarayana@apcob.org,Male,30,Kadapa,1721.93
INV05496,CUST1737,Clothing,Men's Cotton Shirt,2,1578.33,Paytm,2022-12-29,SVR Mall,16.99,lalitha.rao@yahoo.com,Female,37,Kadapa,2620.34
INV05497,CUST1276,Groceries,Aashirvaad Atta (10kg),4,441.61,Debit Card,2022-02-24,SVR Mall,31.09,surya.chowdary@kakinada.edu.in,Male,26,Pulivendla,1217.25
INV05498,CUST1434,Beauty,Ayurvedic Face Pack,1,594.24,Cash,2023-06-02,JC Brothers Shopping Complex,48.17,manoj.choudhary@kakinada.edu.in,Male,45,Badvel,307.99
INV05499,CUST0712,Beauty,Dove Soap (Pack of 3),4,165.91,UPI,2022-11-16,Proddatur Central Mall,14.4,lalitha.varma@andhramail.com,Female,42,Yerraguntla,568.08
INV05500,CUST1631,Clothing,Women's Saree,1,4050.85,Credit Card,2022-09-25,SVR Mall,18.59,reddy.shastri@kakinada.edu.in,Male,49,Proddatur,3297.8
INV05501,CUST1132,Home & Kitchen,Wooden Cutting Board,3,605.01,Debit Card,2023-10-13,SVR Mall,2.12,sudhakar.srinivasulu@proddaturmail.com,Male,39,Kamalapuram,1776.55
INV05502,CUST0863,Home & Kitchen,Plastic Storage Containers,6,465.74,UPI,2022-05-01,SVR Mall,44.91,rajesh.gopal@rediffmail.com,Male,40,Mydukur,1539.46
INV05503,CUST0210,Electronics,Sony Home Theatre,1,18952.91,UPI,2022-08-04,Sri Lakshmi Shopping Mall,0.72,prasad.hegde@proddaturmail.com,Male,28,Kadapa,18816.45
INV05504,CUST1405,Electronics,Havells Water Heater,3,7334.1,Paytm,2023-04-06,PSR Shopping Mall,34.78,padma.agarwal@kakinada.edu.in,Female,45,Proddatur,14349.9
INV05505,CUST1465,Electronics,Crompton Ceiling Fan,6,1534.94,Credit Card,2023-03-22,Sri Lakshmi Shopping Mall,34.66,lakshmi.iyer@kakinada.edu.in,Female,73,Kamalapuram,6017.58
INV05506,CUST0594,Clothing,Silk Pattu Saree,2,10084.86,Cash,2022-10-13,Sri Lakshmi Shopping Mall,43.54,kavita.naidu@apcob.org,Female,34,Proddatur,11387.82
INV05507,CUST0627,Beauty,Ayurvedic Face Pack,1,475.62,UPI,2022-12-07,Proddatur Central Mall,33.24,swapna.rao@apcob.org,Female,37,Kadapa,317.52
INV05508,CUST1581,Electronics,Sony Home Theatre,1,18716.85,UPI,2023-09-28,Proddatur Central Mall,27.95,anupama.pillai@kakinada.edu.in,Female,30,Rayachoti,13485.49
INV05509,CUST0796,Clothing,Cotton Dhoti,2,647.85,Debit Card,2023-08-21,JC Brothers Shopping Complex,27.76,lakshmi.agarwal@proddaturmail.com,Female,56,Yerraguntla,936.01
INV05510,CUST0044,Groceries,Telugu Pickles (1kg),3,370.69,UPI,2023-02-10,Sri Lakshmi Shopping Mall,38.6,radha.prasad@hotmail.com,Female,59,Proddatur,682.81
INV05511,CUST1418,Clothing,Silk Pattu Saree,3,9266.82,UPI,2022-11-20,Sri Lakshmi Shopping Mall,29.92,krishna.setty@andhramail.com,Male,27,Yerraguntla,19482.56
INV05512,CUST1723,Clothing,Men's Cotton Shirt,4,1349.83,Cash,2023-06-15,Sri Lakshmi Shopping Mall,2.24,kiran.babu@kakinada.edu.in,Male,32,Proddatur,5278.38
INV05513,CUST1499,Groceries,Sunflower Oil (5L),6,1056.87,UPI,2022-08-01,Proddatur Central Mall,5.78,meena.choudhary@kakinada.edu.in,Female,35,Proddatur,5974.7
INV05514,CUST1492,Groceries,Basmati Rice (5kg),1,577.12,Cash,2022-01-06,Sri Lakshmi Shopping Mall,4.84,murali.nayak@proddaturmail.com,Male,34,Proddatur,549.19
INV05515,CUST0556,Home & Kitchen,Prestige Pressure Cooker,3,2653.61,Cash,2023-09-04,SVR Mall,17.37,anil.setty@gmail.com,Male,35,Proddatur,6578.03
INV05516,CUST0806,Clothing,Cotton Dhoti,1,599.29,Debit Card,2022-12-29,PSR Shopping Mall,28.13,naveen.suryanarayana@apcob.org,Male,48,Pulivendla,430.71
INV05517,CUST1718,Electronics,Havells Water Heater,2,4191.9,Credit Card,2022-09-24,PSR Shopping Mall,11.17,madhu.nayak@proddaturmail.com,Male,47,Kadapa,7447.33
INV05518,CUST1900,Electronics,LG Smart TV,5,28128.45,Debit Card,2022-03-18,PSR Shopping Mall,8.45,srinivas.gopal@andhramail.com,Male,51,Kamalapuram,128757.98
INV05519,CUST0608,Electronics,Samsung Galaxy M32,7,13361.91,Cash,2022-05-16,Sri Lakshmi Shopping Mall,39.03,kavita.pillai@apsrtc.gov.in,Female,34,Kadapa,57027.3
INV05520,CUST1464,Home & Kitchen,Prestige Pressure Cooker,1,2991.33,Credit Card,2022-06-23,PSR Shopping Mall,9.0,anitha.choudhary@proddaturmail.com,Female,45,Proddatur,2722.11
INV05521,CUST0070,Home & Kitchen,Wooden Cutting Board,16,371.06,Debit Card,2022-12-31,JC Brothers Shopping Complex,4.55,chandra.srinivasulu@gmail.com,Male,69,Proddatur,5666.83
INV05522,CUST1608,Groceries,Kellogg's Corn Flakes,1,288.39,Credit Card,2023-01-28,Proddatur Central Mall,43.68,naveen.nayak@proddaturmail.com,Male,52,Proddatur,162.42
INV05523,CUST1180,Home & Kitchen,Copper Water Bottles,1,1483.38,Cash,2022-07-16,Sri Lakshmi Shopping Mall,17.61,sridevi.venkateswarlu@rediffmail.com,Female,40,Rajampet,1222.16
INV05524,CUST1843,Clothing,Churidar Set,2,2444.52,Debit Card,2023-06-30,JC Brothers Shopping Complex,27.82,anitha.gupta@hotmail.com,Female,37,Jammalamadugu,3528.91
INV05525,CUST0268,Electronics,Philips Mixer Grinder,6,4174.06,Paytm,2022-11-07,PSR Shopping Mall,38.41,krishna.yadav@apcob.org,Male,47,Proddatur,15424.82
INV05526,CUST0080,Home & Kitchen,Wooden Cutting Board,3,784.58,UPI,2023-10-22,JC Brothers Shopping Complex,3.1,krishna.murthy@proddaturmail.com,Male,26,Kadapa,2280.77
INV05527,CUST0509,Home & Kitchen,Copper Water Bottles,1,1182.28,Cash,2022-08-17,Sri Lakshmi Shopping Mall,22.14,murali.suryanarayana@apcob.org,Male,63,Proddatur,920.52
INV05528,CUST0032,Home & Kitchen,Faber Chimney,2,9258.05,UPI,2023-06-26,JC Brothers Shopping Complex,28.62,sirisha.raju@outlook.com,Female,28,Jammalamadugu,13216.79
INV05529,CUST1145,Clothing,Silk Pattu Saree,5,13058.3,UPI,2023-08-31,Proddatur Central Mall,39.81,priya.gowda@gmail.com,Female,31,Yerraguntla,39298.95
INV05530,CUST1819,Electronics,OnePlus Nord CE 2,2,25904.07,Cash,2022-10-30,Proddatur Central Mall,39.47,savitri.prakash@hotmail.com,Female,43,Kadapa,31359.47
INV05531,CUST0162,Home & Kitchen,Designer Curtains,4,2729.85,Cash,2022-04-25,SVR Mall,36.76,murali.prakash@yahoo.com,Male,44,Kadapa,6905.43
INV05532,CUST1000,Clothing,Men's Cotton Shirt,17,1253.71,Cash,2023-02-23,SVR Mall,44.61,lakshmi.sharma@apcob.org,Female,37,Yerraguntla,11805.31
INV05533,CUST1213,Electronics,LG Smart TV,14,42642.02,Debit Card,2023-09-29,PSR Shopping Mall,6.47,vamsi.swamy@andhramail.com,Male,28,Proddatur,558363.14
INV05534,CUST1568,Groceries,Horlicks (500g),12,271.85,UPI,2023-01-05,Sri Lakshmi Shopping Mall,40.9,rao.setty@andhramail.com,Male,26,Proddatur,1927.96
INV05535,CUST1162,Home & Kitchen,Faber Chimney,2,12382.05,UPI,2023-10-06,SVR Mall,0.89,praveen.nayak@apsrtc.gov.in,Male,27,Proddatur,24543.7
INV05536,CUST0892,Electronics,Sony Home Theatre,1,28253.71,UPI,2023-07-18,PSR Shopping Mall,9.92,sneha.achary@hotmail.com,Female,55,Mydukur,25450.94
INV05537,CUST1583,Home & Kitchen,Plastic Storage Containers,1,471.88,Credit Card,2023-09-10,PSR Shopping Mall,12.87,praveen.raju@andhramail.com,Male,42,Mydukur,411.15
INV05538,CUST0683,Clothing,Cotton Dhoti,1,796.83,UPI,2022-02-14,SVR Mall,49.41,naidu.srinivasulu@apsrtc.gov.in,Male,28,Proddatur,403.12
INV05539,CUST1070,Jewelry,Silver Anklets,5,1385.74,UPI,2023-12-28,Sri Lakshmi Shopping Mall,46.78,venu.naidu@proddaturmail.com,Male,32,Jammalamadugu,3687.45
INV05540,CUST0349,Jewelry,Silver Anklets,5,1850.55,Cash,2023-04-23,PSR Shopping Mall,39.8,vamsi.achary@outlook.com,Male,34,Yerraguntla,5570.16
INV05541,CUST0125,Electronics,Samsung Galaxy M32,2,12302.81,Cash,2023-06-13,Proddatur Central Mall,3.11,babu.prasad@yahoo.com,Male,30,Jammalamadugu,23840.39
INV05542,CUST0327,Jewelry,Pearl Necklace,1,3428.11,Credit Card,2022-09-02,Proddatur Central Mall,3.52,sujatha.yadav@rediffmail.com,Female,41,Kadapa,3307.44
INV05543,CUST1176,Sports,Cosco Basketball,2,1081.77,Debit Card,2023-09-10,Proddatur Central Mall,37.68,meena.yadav@apsrtc.gov.in,Female,40,Kadapa,1348.32
INV05544,CUST0724,Groceries,Sunflower Oil (5L),1,891.3,Paytm,2023-05-24,JC Brothers Shopping Complex,24.57,devi.gopal@kakinada.edu.in,Female,49,Mydukur,672.31
INV05545,CUST1881,Jewelry,Gold Plated Bangles,1,1915.71,UPI,2022-05-29,Proddatur Central Mall,45.74,pavan.devi@andhramail.com,Male,46,Proddatur,1039.46
INV05546,CUST1785,Beauty,Dove Soap (Pack of 3),1,148.44,Credit Card,2022-02-16,Sri Lakshmi Shopping Mall,33.67,sudhakar.pandey@apsrtc.gov.in,Male,45,Proddatur,98.46
INV05547,CUST1414,Groceries,Nandini Ghee (1L),1,589.29,UPI,2023-03-30,JC Brothers Shopping Complex,16.65,latha.pillai@yahoo.com,Female,24,Mydukur,491.17
INV05548,CUST1395,Footwear,Ladies Heels,7,1674.66,Credit Card,2022-07-14,PSR Shopping Mall,45.39,jaya.gowda@rediffmail.com,Female,33,Kadapa,6401.72
INV05549,CUST1420,Home & Kitchen,Designer Curtains,2,3646.57,Paytm,2022-03-03,Sri Lakshmi Shopping Mall,10.45,sudhakar.narayan@andhramail.com,Male,61,Proddatur,6531.01
INV05550,CUST1753,Clothing,Kurta Pajama,2,1707.64,Debit Card,2022-10-03,Sri Lakshmi Shopping Mall,4.23,rani.achary@gmail.com,Female,20,Proddatur,3270.81
INV05551,CUST1480,Home & Kitchen,Steel Dinner Set,4,2308.47,Cash,2023-03-21,JC Brothers Shopping Complex,21.84,prasad.pillai@rediffmail.com,Male,36,Kamalapuram,7217.2
INV05552,CUST0383,Jewelry,Temple Jewellery Set,4,4862.59,UPI,2023-06-05,JC Brothers Shopping Complex,13.22,sudhakar.subramaniam@andhramail.com,Male,44,Proddatur,16879.02
INV05553,CUST1259,Electronics,Mi Power Bank,2,1432.99,Credit Card,2023-07-13,PSR Shopping Mall,34.77,rani.pandey@andhramail.com,Female,24,Proddatur,1869.48
INV05554,CUST1483,Clothing,Cotton Dhoti,7,434.16,Debit Card,2023-05-01,Sri Lakshmi Shopping Mall,43.52,murali.goud@andhramail.com,Male,40,Mydukur,1716.49
INV05555,CUST1133,Home & Kitchen,Milton Flask Set,1,1216.83,Cash,2023-05-20,Sri Lakshmi Shopping Mall,15.33,srikanth.agarwal@kakinada.edu.in,Male,25,Jammalamadugu,1030.29
INV05556,CUST1874,Beauty,Dove Soap (Pack of 3),6,132.41,Debit Card,2022-03-04,Proddatur Central Mall,20.62,mahesh.raju@apcob.org,Male,54,Kadapa,630.64
INV05557,CUST1338,Electronics,Havells Water Heater,6,6619.1,UPI,2023-11-25,SVR Mall,21.33,anitha.gupta@rediffmail.com,Female,46,Kadapa,31243.48
INV05558,CUST0478,Groceries,Britannia Biscuits Pack,2,147.39,UPI,2022-09-13,Sri Lakshmi Shopping Mall,23.93,kavita.goud@gmail.com,Female,41,Proddatur,224.24
INV05559,CUST1829,Clothing,Silk Pattu Saree,10,16428.6,UPI,2022-05-18,Proddatur Central Mall,14.16,jaya.choudhary@proddaturmail.com,Female,52,Pulivendla,141023.1
INV05560,CUST1918,Electronics,Samsung Galaxy M32,5,15118.22,Cash,2023-04-08,PSR Shopping Mall,26.59,harish.swamy@rediffmail.com,Male,42,Proddatur,55491.43
INV05561,CUST1373,Beauty,L'Oreal Hair Color,6,982.06,UPI,2022-12-31,PSR Shopping Mall,9.04,rani.hegde@gmail.com,Female,55,Rayachoti,5359.69
INV05562,CUST0359,Electronics,LG Smart TV,4,36356.88,UPI,2023-05-06,JC Brothers Shopping Complex,38.08,durga.choudhary@rediffmail.com,Female,62,Proddatur,90048.72
INV05563,CUST0194,Clothing,Kurta Pajama,10,1876.22,Cash,2022-01-15,SVR Mall,48.43,padma.sharma@proddaturmail.com,Female,44,Yerraguntla,9675.67
INV05564,CUST1543,Groceries,Telugu Pickles (1kg),2,324.03,Debit Card,2022-09-10,JC Brothers Shopping Complex,16.46,sudhakar.sharma@yahoo.com,Male,41,Proddatur,541.39
INV05565,CUST1094,Jewelry,Temple Jewellery Set,2,3900.44,UPI,2023-10-06,Sri Lakshmi Shopping Mall,42.8,sujatha.prasad@andhramail.com,Female,39,Kadapa,4462.1
INV05566,CUST0067,Electronics,Bajaj Induction Cooker,4,4484.63,Debit Card,2022-12-06,Proddatur Central Mall,19.89,sarala.patil@andhramail.com,Female,27,Kadapa,14370.55
INV05567,CUST0906,Home & Kitchen,Prestige Pressure Cooker,1,1636.12,Credit Card,2023-09-17,PSR Shopping Mall,28.11,mahesh.yadav@kakinada.edu.in,Male,58,Proddatur,1176.21
INV05568,CUST0768,Beauty,Maybelline Mascara,1,817.41,Cash,2023-12-09,SVR Mall,3.12,vijaya.venkateswarlu@apsrtc.gov.in,Female,57,Proddatur,791.91
INV05569,CUST0027,Electronics,LG Smart TV,9,46653.73,UPI,2023-07-08,JC Brothers Shopping Complex,25.97,vamsi.gowda@apcob.org,Male,29,Proddatur,310839.81
INV05570,CUST1983,Groceries,MTR Masala Pack,2,430.29,UPI,2023-12-08,Sri Lakshmi Shopping Mall,32.43,naga.agarwal@apcob.org,Male,37,Proddatur,581.49
INV05571,CUST1139,Beauty,Dove Soap (Pack of 3),3,175.13,Cash,2022-05-15,SVR Mall,23.31,sandhya.rao@outlook.com,Female,38,Proddatur,402.92
INV05572,CUST0890,Electronics,LG Smart TV,9,45078.13,Credit Card,2022-11-22,JC Brothers Shopping Complex,3.03,kalyan.suryanarayana@apcob.org,Male,30,Kadapa,393410.36
INV05573,CUST1765,Home & Kitchen,Faber Chimney,3,12892.16,Debit Card,2023-07-03,SVR Mall,25.78,vijaya.setty@hotmail.com,Female,28,Kamalapuram,28705.68
INV05574,CUST1669,Footwear,Rubber Flip Flops,3,161.69,Debit Card,2023-12-30,JC Brothers Shopping Complex,35.61,harish.chowdary@hotmail.com,Male,26,Yerraguntla,312.34
